0,0,500,380,big
500,0,583,469,A72
0,380,469,583,A72
1083,0,449,394,Mali
1532,0,449,394,Mali
1981,0,394,449,Mali
1083,394,449,394,Mali
1532,394,449,394,Mali
1981,449,394,449,Mali
469,469,449,394,Mali
918,788,449,394,Mali
469,863,210,181,LITTLE
679,863,210,181,LITTLE
0,963,210,181,LITTLE
210,963,210,181,LITTLE
420,1044,210,181,LITTLE
630,1044,210,181,LITTLE
0,1144,210,181,LITTLE
210,1144,210,181,LITTLE
1367,788,210,181,LITTLE
1577,788,210,181,LITTLE
1787,788,181,210,LITTLE
1367,969,210,181,LITTLE
1577,969,210,181,LITTLE
1968,898,210,181,LITTLE
1787,998,181,210,LITTLE
2178,898,210,181,LITTLE
1367,1150,210,181,LITTLE
1577,1150,210,181,LITTLE
1968,1079,210,181,LITTLE
1787,1208,181,210,LITTLE
2178,1079,210,181,LITTLE
1968,1260,210,181,LITTLE
2178,1260,210,181,LITTLE
840,1182,210,181,LITTLE
1050,1182,210,181,LITTLE
420,1225,210,181,LITTLE
630,1225,210,181,LITTLE
0,1325,210,181,LITTLE
210,1325,210,181,LITTLE
1260,1331,210,181,LITTLE
1470,1331,210,181,LITTLE
1680,1418,210,181,LITTLE
840,1363,210,181,LITTLE
1050,1363,210,181,LITTLE
420,1406,210,181,LITTLE
630,1406,210,181,LITTLE
0,1506,210,181,LITTLE
210,1506,210,181,LITTLE
1260,1512,210,181,LITTLE
1470,1512,210,181,LITTLE
840,1544,210,181,LITTLE
1050,1544,210,181,LITTLE
420,1587,210,181,LITTLE
630,1587,210,181,LITTLE
0,1687,210,181,LITTLE
210,1687,210,181,LITTLE
1890,1441,210,181,LITTLE
1680,1599,210,181,LITTLE
2100,1441,210,181,LITTLE
1260,1693,210,181,LITTLE
1470,1693,210,181,LITTLE
840,1725,210,181,LITTLE
1050,1725,210,181,LITTLE
420,1768,210,181,LITTLE
630,1768,210,181,LITTLE
0,1868,210,181,LITTLE
210,1868,210,181,LITTLE
0,2049,181,210,LITTLE
181,2049,181,210,LITTLE
362,2049,181,210,LITTLE
543,1949,181,210,LITTLE
543,2159,181,210,LITTLE
724,1949,181,210,LITTLE
724,2159,181,210,LITTLE
905,1906,181,210,LITTLE
905,2116,181,210,LITTLE
1086,1906,181,210,LITTLE
1086,2116,181,210,LITTLE
1890,1622,210,181,LITTLE
1680,1780,210,181,LITTLE
2100,1622,210,181,LITTLE
1267,1874,210,181,LITTLE
1477,1874,181,210,LITTLE
1267,2055,210,181,LITTLE
1477,2084,181,210,LITTLE
1658,1961,181,210,LITTLE
1658,2171,181,210,LITTLE
1839,1961,181,210,LITTLE
1839,2171,181,210,LITTLE
2020,1803,210,181,LITTLE
2020,1984,210,181,LITTLE
2020,2165,181,210,LITTLE
2201,2165,181,210,LITTLE
